StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-07 16:02:00,2023-06-07 16:15:00,0,66.215.224.42,100,779,1,2023-06-07 16:15:00,R_3CVfumsGesg1QcE,,,,,34.0062,-117.4432,anonymous,EN,1,5a282206b279aa0001b0e002,1,1,0,0,139.764,0,0,0,3.119,0,64,0,0,88.421,0,0,0,21.286,0,4,4,869,223,Region #2,17,3,0,0,10.562,0,0,0,18.433,0,0,0,25.116,0,1,8.647,11.95,16.204,3,1,1,4,9,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have no idea,1,,1,,1,,no,29,2,,4,1,1,1,6392NwKkvp,Study1_MoHi10,,132,R_3CVfumsGesg1QcE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello my fellow overestimators
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: I thought it'd be easier to estimate the dots. I literally only had time to count the big ones that stood out
<br>Player2-Underestimator: Hello 
<br>Player3-Overestimator: I thought I was going to be under to be honest
<br>Player4-Underestimator: It was fast guess.
<br>Player3-Overestimator: what did you guys guess
<br>Player1-Overestimator: I thought so too. I definitely typed in a number that was 10-20 less than I originally estimated
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:02:22,2023-06-07 16:15:16,0,104.230.99.143,100,774,1,2023-06-07 16:15:17,R_3QJgANpwECVt6tk,,,,,41.0209,-81.8526,anonymous,EN,1,62728a0a9af43a4421bcbcfa,1,1,0,0,44.549,0,0,0,3.007,0,100,0,0,22.245,0,17.982,17.982,21.281,1,5,3,877,52,Region #2,14,3,0,0,11.548,0,0,0,23.019,0,0,0,25.109,0,,,,,,,,,,,0,0,15.116,0,0,0,6.594,0,3,4,10,,,,,,,,,,,,,,,,,,I'm not sure.  It seemed pretty random,1,,1,,1,,,36,1,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,131,R_3QJgANpwECVt6tk,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: Hello fellow overestimators
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: lol how are you guys today
<br>Player3-Overestimator: I wonder how many dots there were
<br>Player2-Underestimator: me too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player1-Overestimator: Hello, Yes Hello to over and under estimators
<br>",,chatLog,,,
2023-06-07 15:50:03,2023-06-07 16:15:18,0,73.85.76.9,100,1514,1,2023-06-07 16:15:18,R_1j7FgVbWZW4Xnh7,,,,,25.8132,-80.1862,anonymous,EN,1," 64499eed5518153215c74048",1,1,0,0,37.717,0,0,0,3.017,0,120,0,0,93.718,0,0,0,62.685,0,1,4,872,45,Region #2,14,3,0,0,26.127,0,31.717,31.717,34.291,1,0,0,25.12,0,,,,,,,,,,,,,,,0,0,30.127,0,1,7,9,no feedback,,,,,,,,,,,,,0,0,15.026,0,attention intensity,1,,1,,1,,are the other participants really there?,51,1,,3,4,1,1,6392NwKkvp,Study1_MoHi10,,126,R_1j7FgVbWZW4Xnh7,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: It was really tough for me to guess how many dots there were, given that they were different sizes
<br>Player3-Overestimator: Yeah. I was expecting more uniform dots too.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: its was confusing
<br>",,chatLog,,,
2023-06-07 15:57:19,2023-06-07 16:16:01,0,47.146.123.223,100,1122,1,2023-06-07 16:16:02,R_qxS4i7zBiua32Ux,,,,,33.7443,-116.9764,anonymous,EN,1,5dee896cf87f5552d3cd6502,1,1,0,0,8.605,0,0,0,3.109,0,200,30.93,30.93,156.799,1,0,0,39.423,0,1,1,791,354,Region #2,15,3,0,0,18.195,0,0,0,33.493,0,0,0,25.115,0,,,,,,,,,,,0,0,15.006,0,0,0,8.607,0,2,5,4,No not really.,,,,,,,,,,,,,,,,,"Im not sure, really.",2,"It just felt like prerecorded responses. ",2,"I think it was a recording of a real persons screen, but not someone i was matched with.",1,,no,29,1,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,129,R_qxS4i7zBiua32Ux,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: It was definitely hard to estimate the dots in the time given; I am not surprised I overestimated
<br>Player2-Underestimator: Yea it was hard to tell
<br>Player1-Overestimator: It was
<br>Player3-Overestimator: I tried to count a small area and multiple by the percentage of the square I thought I covered, but the different sizes of dots made it impossible
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:00:59,2023-06-07 16:16:12,0,24.218.62.230,100,912,1,2023-06-07 16:16:12,R_0VQ8f9X6g6LAPvz,,,,,42.7252,-70.9784,anonymous,EN,1,63d44e414c9d435b2cce7c3a,1,1,0,0,88.915,0,0,0,3.01,0,500,0,0,0.524,0,0,0,26.717,0,1,2,95,326,Region #1,15,3,0,0,10.212,0,0,0,26.098,0,0,0,25.111,0,,,,,,,,,,,0,0,15.011,0,0,0,9.219,0,2,3,10,,,,,,,,,,,,,,,,,,Determine self interest in behavior,2,It was too fast.,1,,1,,,37,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,130,R_0VQ8f9X6g6LAPvz,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hello
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: How many dots did you guess?
<br>Player3-Overestimator: Hi, how is everyone?
<br>Player4-Underestimator: I guessed 60
<br>Player1-Overestimator: I guessed 50
<br> *** Player4-Underestimator has left the chat ***
<br>Player3-Overestimator: 500
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:58:21,2023-06-07 16:16:51,0,75.128.247.67,100,1109,1,2023-06-07 16:16:51,R_6GxJNQ6qROVYi2d,,,,,42.6713,-89.007,anonymous,EN,1,5ddff33bb28cf706c57b4c88,1,1,0,0,158.732,0,0,0,3.013,0,60,14.516,14.516,78.122,1,7.637,56.206,69.837,2,1,4,870,50,Region #2,14,3,0,0,11.788,0,0,0,16.12,0,0,0,25.108,0,,,,,,,,,,,,,,,0,0,5.051,0,1,4,10,N/A,0,0,15.108,0,,,,,,,,,,,,,To see how people feel when they are given the red task,1,,1,,1,,N/A,21,1,,7,6,1,1,6392NwKkvp,Study1_MoHi10,,130,R_6GxJNQ6qROVYi2d,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hello
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: How many dots did you guess?
<br>Player3-Overestimator: Hi, how is everyone?
<br>Player4-Underestimator: I guessed 60
<br>Player1-Overestimator: I guessed 50
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:50:47,2023-06-07 16:18:22,0,72.90.241.32,100,1655,1,2023-06-07 16:18:22,R_231ObnYojJEXnwu,,,,,40.7924,-74.0096,anonymous,EN,1,647a0cf7ec11e4cacf843370,1,1,0,0,17.53,0,0,0,3.01,0,400,0,0,1.576,0,0,0,30.578,0,1,4,619,160,Region #2,16,3,0,0,19.1,0,0,0,35.754,0,0,0,25.02,0,1,38.186,38.186,39.954,1,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to be able to assign and complete different task or survey,1,,1,,1,,Have a great day and nice work done,42,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,126,R_231ObnYojJEXnwu,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: It was really tough for me to guess how many dots there were, given that they were different sizes
<br>Player3-Overestimator: Yeah. I was expecting more uniform dots too.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: its was confusing
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:04:30,2023-06-07 16:19:06,0,97.134.136.30,100,876,1,2023-06-07 16:19:07,R_4UPZUrPBP1hPZ3X,,,,,37.751,-97.822,anonymous,EN,1,5c51d7f198b0ff000110dba8,1,1,0,0,134.542,0,0,0,3.109,0,57,0,0,1.789,0,0,0,26.42,0,1,4,868,55,Region #2,17,3,0,0,8.727,0,26.089,26.089,29.447,1,0,0,25.01,0,,,,,,,,,,,0,0,15.106,0,0,0,9.929,0,1,4,8,none,,,,,,,,,,,,,,,,,"people choosing the ""easy"" way out",2,You could not get enough people at one time to be available for this survey.,2,It seemed premade,1,,none/nothing,47,1,,7,5,1,1,6392NwKkvp,Study1_MoHi10,,132,R_4UPZUrPBP1hPZ3X,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello my fellow overestimators
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: I thought it'd be easier to estimate the dots. I literally only had time to count the big ones that stood out
<br>Player2-Underestimator: Hello 
<br>Player3-Overestimator: I thought I was going to be under to be honest
<br>Player4-Underestimator: It was fast guess.
<br>Player3-Overestimator: what did you guys guess
<br>Player1-Overestimator: I thought so too. I definitely typed in a number that was 10-20 less than I originally estimated
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:02:05,2023-06-07 16:20:29,0,50.159.190.72,100,1103,1,2023-06-07 16:20:29,R_1PRjAwdbJmzesru,,,,,36.175,-115.1372,anonymous,EN,1,622a07840fcdc97704f929a9,1,1,0,0,9.77,0,0,0,3.009,0,96,0,0,0.56,0,17.011,17.011,53.585,1,1,4,405,55,Region #1,15,3,0,0,14.612,0,0,0,53.818,0,0,0,25.108,0,,,,,,,,,,,,,,,0,0,8.061,0,1,1,10,People are always going to look for the easy out. Thank you.,0,0,15.106,0,,,,,,,,,,,,,Seeing how fair people are.,2,It takes a lot more coordination to get people to link up with each other.,1,,1,,"Good study, thank you.",45,,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,131,R_1PRjAwdbJmzesru,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: Hello fellow overestimators
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: lol how are you guys today
<br>Player3-Overestimator: I wonder how many dots there were
<br>Player2-Underestimator: me too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player1-Overestimator: Hello, Yes Hello to over and under estimators
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:51:52,2023-06-07 16:20:49,0,70.172.62.23,100,1736,1,2023-06-07 16:20:49,R_sjKiYFqllTl6Y2l,,,,,32.2123,-110.879,anonymous,EN,1,614c1267826bcb89bd92e726,1,1,0,0,81.446,0,0,0,3.012,0,100,0,0,0.564,0,0,0,52.901,0,1,3,870,51,Region #2,15,3,0,0,18.2,0,0,0,63.344,0,0,0,25.013,0,,,,,,,,,,,0,0,15.01,0,0,0,30.113,0,2,4,9,I have no feedback at this time. Thank you!,,,,,,,,,,,,,,,,,"Initially I thought the study had something to do with performing mental rotation tasks, however once I suspected that the other participants were bots, I felt that the actual purpose of the study had yet to be disclosed.",2,"In the past, whenever I have done studies with other participants, it always takes a long time for everyone to catch up with one another and be on the ""same page.""",2,"At this point, I already suspected that the other participants were bots, and therefore did not believe that a participant had just finished their task selection and had uploaded a video of their choice.",1,,There is nothing that comes to mind at the moment.,28,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,127,R_sjKiYFqllTl6Y2l,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: There was no way to count all those dots! 
<br>Player3-Overestimator: I just tried to count a row and multiply it
<br>Player1-Overestimator: I wish the number of actual dots was given to us
<br>Player3-Overestimator: Guess I went too high
<br>Player4-Underestimator: it was hard for me to count them as well
<br>Player3-Overestimator: I wish that as well, I'm curious to know
<br>Player2-Underestimator: I didn't want to guess too high
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:03:40,2023-06-07 16:24:03,0,100.14.179.82,100,1222,1,2023-06-07 16:24:03,R_2UXAKbtUKCG7idx,,,,,40.1215,-75.3269,anonymous,EN,1,601228de8f04be234171ca8f,1,1,145.856,145.856,190.041,1,0,0,3.008,0,140,0,0,34.849,0,3.4,21.151,22.24,6,5,3,94,338,Region #1,16,3,18.98,22.798,23.359,3,25.476,30.497,32.151,3,0,0,25.015,0,,,,,,,,,,,,,,,0,0,14.526,0,2,6,10,"Though the most fair choice would be to let the randomizer decide who gets which task, Overestimator 3 was fair to choose whatever he thought was best for him. That is how the game went: He was randomly assigned, and he made a decision in accordance to the game rules. ",2.736,2.736,15.113,1,,,,,,,,,,,,,"I think the purpose is to determine how people make decisions in the presence of others, especially if those decisions could affect your image.",1,,2,"I'm more on the Maybe train here, but we were only given No and Yes. Sometimes experiments are contrived to force participants to act in a certain way. However, this could have very easily been another participant because most participants would choose exactly the way Overestimator 3 did. ",1,,"That was fun. Thanks. ",23,1,,3,2,1,1,6392NwKkvp,Study1_MoHi10,,132,R_2UXAKbtUKCG7idx,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello my fellow overestimators
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: I thought it'd be easier to estimate the dots. I literally only had time to count the big ones that stood out
<br>Player2-Underestimator: Hello 
<br>Player3-Overestimator: I thought I was going to be under to be honest
<br>Player4-Underestimator: It was fast guess.
<br>Player3-Overestimator: what did you guys guess
<br>Player1-Overestimator: I thought so too. I definitely typed in a number that was 10-20 less than I originally estimated
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:05:10,2023-06-07 16:27:35,0,24.168.229.206,100,1344,1,2023-06-07 16:27:36,R_Z1TyqfwPMYdBEhr,,,,,33.8734,-78.6493,anonymous,EN,1,637d66726deca3adc9d0081c,1,1,0,0,55.153,0,0,0,3.118,0,12,0,0,1.262,0,0,0,27.047,0,1,4,565,311,Region #2,15,3,0,0,9.802,0,0,0,46.777,0,0,0,25.008,0,,,,,,,,,,,,,,,0,0,21.38,0,1,2,9,"It should be very interesting ",,,,,,,,,0,0,15.006,0,,,,,To determine how people make decisions on tasks,1,,1,,1,,"Everything was well structured ",40,1,,3,2,1,1,6392NwKkvp,Study1_MoHi10,,132,R_Z1TyqfwPMYdBEhr,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hello my fellow overestimators
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: I thought it'd be easier to estimate the dots. I literally only had time to count the big ones that stood out
<br>Player2-Underestimator: Hello 
<br>Player3-Overestimator: I thought I was going to be under to be honest
<br>Player4-Underestimator: It was fast guess.
<br>Player3-Overestimator: what did you guys guess
<br>Player1-Overestimator: I thought so too. I definitely typed in a number that was 10-20 less than I originally estimated
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
