participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player1-Democrat,3,1,4,9,Whoever gets to pick would probably select the easiest task.,To see whether people would pick the shortest/easiest task for themself? I dont know.,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player3-Democrat: I'm an overestimator
<br>Player1-Democrat: Hi
<br>Player4-Republican: Dot trial went by super fast
<br>Player2-Republican: Good afternoon.  Overestimator here.
<br>Player4-Republican: Underestimater here
<br>Player1-Democrat: I'm also overestimator.
<br>Player3-Democrat: Mine was really hard to determine. There were a lot of dots of different sizes.
<br>Player2-Republican: Same on sizes!
<br>Player3-Democrat: so 3 over and 1 under
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player3-Democrat,3,2,4,7,No.,No idea.,1,NA,1,NA,"Actually, there is no way to know whether real people were involved or not.  I answered ""yes"" because it sort of ""felt"" like it, but it could have been managed by AI.",OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello everyone
<br>Player1-Democrat: Hey
<br>Player3-Democrat: Hello - apparently I'm an underestimator.
<br>Player2-Republican: So was I
<br>Player4-Republican: i overestimated 
<br>Player1-Democrat: It was a lot of dots, but apparently I thought there were more than in reality
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,3,1,3,9,NA,Perceptions of people's choices based off political orientation,1,NA,1,NA,NA,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I thought that it made things a little bit harder to estimate the dots because my dots were a lot of different sizes. 
<br>Player1-Democrat: It was def difficult to estimate the dots. I rly just focused on the larger dots. 
<br>Player1-Democrat: Right! The sizes really throw you off. 
<br>"
Player4-Republican,1,NA,NA,NA,NA,To see how people assign tasks based on political preference,2,"Responses were generic, likely a chat AI.",2,I thought that this experiment used an AI to mimic real participants.,None,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player4-Republican: Hi!
<br>Player1-Democrat: Hey how are you guys
<br>Player3-Democrat: So, I said 35 and was an underestimator. Anyone else?
<br>Player1-Democrat: I put 150
<br>Player4-Republican: Lol I guessed 61, overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player2-Republican,4,2,1,10,No,Understand how conceptions of fairness differ between groups.,2,The chats came too fast.,2,It happened too quickly.  A real person would've taken some time to assign tasks.,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player3-Democrat: I'm an overestimator
<br>Player1-Democrat: Hi
<br>Player4-Republican: Dot trial went by super fast
<br>Player2-Republican: Good afternoon.  Overestimator here.
<br>Player4-Republican: Underestimater here
<br>Player1-Democrat: I'm also overestimator.
<br>Player3-Democrat: Mine was really hard to determine. There were a lot of dots of different sizes.
<br>Player2-Republican: Same on sizes!
<br>Player3-Democrat: so 3 over and 1 under
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,2,1,4,8,NA,to see if we felt fairly treated,1,NA,1,NA,no,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I thought that it made things a little bit harder to estimate the dots because my dots were a lot of different sizes. 
<br>Player1-Democrat: It was def difficult to estimate the dots. I rly just focused on the larger dots. 
<br>Player1-Democrat: Right! The sizes really throw you off. 
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,4,1,3,9,NA,I honestly have no idea what the purpose of this experiment is. You're trying to determine biases in decision making,1,NA,1,NA,It was fun. And I was actually looking forward to doing the other tasks. But thank you for the opportunity,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player4-Republican: Hi!
<br>Player1-Democrat: Hey how are you guys
<br>Player3-Democrat: So, I said 35 and was an underestimator. Anyone else?
<br>Player1-Democrat: I put 150
<br>Player4-Republican: Lol I guessed 61, overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player4-Republican,2,3,2,10,NA,I believe that the purpose of this experiment was to assess whether people of different political parties view their opposing party as fair and honest,1,NA,2,I do not believe other participants were actually assigning tasks because it did not explicitly say who got assigned the role of assigning the task.,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hello everyone!
<br>Player1-Democrat: hello
<br>Player4-Republican: hey!
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: that task was tough
<br>Player1-Democrat: Did you think the task was easy or difficult?
<br>Player3-Democrat: i guess we're all overestimaters
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,2,1,2,10,NA,NA,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hello everyone!
<br>Player1-Democrat: hello
<br>Player4-Republican: hey!
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: that task was tough
<br>Player1-Democrat: Did you think the task was easy or difficult?
<br>Player3-Democrat: i guess we're all overestimaters
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,3,2,2,4,"This just in, ""Random Assignment Broken, Experimenters Seek Aid from Subjects"" lol","Could go a couple of different ways - you could have a different version where people don't chat first, and see if they still make the same choices about assignment.",1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player4-Republican: Hi!
<br>Player1-Democrat: Hey how are you guys
<br>Player3-Democrat: So, I said 35 and was an underestimator. Anyone else?
<br>Player1-Democrat: I put 150
<br>Player4-Republican: Lol I guessed 61, overestimate
<br>"
Player3-Democrat,3,2,4,5,no,don't know,1,NA,1,NA,no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I thought it was dfficult to count so I just estimated quickly
<br>Player2-Republican: I thought I overestimated at 60
<br>Player1-Democrat: I am an underestimator, but I don't know how they can tell from one set of dots.
<br>Player2-Republican: but clearly I was wrong
<br>Player4-Republican: I overestimated at 100
<br>Player3-Democrat: I thought there were 45 dots.
<br>Player1-Democrat: What? I underestimated at 100!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,"To see if I would choose the easier, shorter task, which I did.",2,"They responded so quickly, I did not even get a chance to talk before the chat ended.",4,NA,no,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player4-Republican: Hi!
<br>Player1-Democrat: Hey how are you guys
<br>Player3-Democrat: So, I said 35 and was an underestimator. Anyone else?
<br>Player1-Democrat: I put 150
<br>Player4-Republican: Lol I guessed 61, overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,"To find out if we would assign ourself the easy, green task.",2,No one talked to me.,2,I was chosen to assign the task.,No,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: How did you guys go about guessing the number of dots?
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,4,2,4,9,NA,wasn't sure,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: hello
<br>Player1-Democrat: Hi, I am an underestimater
<br>Player2-Republican: Hi everyone, How did you feel about the task?
<br>Player4-Republican: I will just say that it was hard to count the dots. I'm an overestimater
<br>Player2-Republican: I am an underestimater
<br>Player3-Democrat: Hey. So for me it seemed like there were quite a bit of dots there. I was considered an overestimator
<br>Player1-Democrat: it flashed pretty quick...
<br>Player4-Republican: yeah
<br>Player2-Republican: Since the dots were all different sizes, I did a =total guestimate
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
